Site,DateTime,Water_Pres_psi,Water_Temp_F,Barom_Pres_psi,Air_Temp_F,Water_Level_ft,Water_Level_NoIce_ft,Filter_Ice,Notes
Red Barn,8/7/2020 12:00,11.53,65.68,11.14,78.27,1.22,1.22,0,
Red Barn,8/7/2020 13:00,11.53,67.05,11.13,81.98,1.22,1.22,0,
Red Barn,8/7/2020 14:00,11.52,68.08,11.13,87.37,1.21,1.21,0,
Red Barn,8/7/2020 15:00,11.52,68.08,11.13,89.02,1.21,1.21,0,
Red Barn,8/7/2020 16:00,11.52,67.91,11.13,94.25,1.20,1.20,0,
Red Barn,8/7/2020 17:00,11.51,66.88,11.13,94.06,1.19,1.19,0,
Red Barn,8/7/2020 18:00,11.51,65.51,11.12,83.40,1.20,1.20,0,
Red Barn,8/7/2020 19:00,11.51,63.97,11.12,77.75,1.21,1.21,0,
Red Barn,8/7/2020 20:00,11.52,62.25,11.13,72.72,1.20,1.20,0,
Red Barn,8/7/2020 21:00,11.53,61.05,11.14,60.88,1.20,1.20,0,
Red Barn,8/7/2020 22:00,11.54,60.20,11.15,52.58,1.21,1.21,0,
Red Barn,8/7/2020 23:00,11.55,59.51,11.16,46.01,1.20,1.20,0,
Red Barn,8/8/2020 0:00,11.55,59.16,11.17,41.25,1.20,1.20,0,
Red Barn,8/8/2020 1:00,11.56,58.99,11.17,38.63,1.21,1.21,0,
Red Barn,8/8/2020 2:00,11.56,58.65,11.18,36.34,1.20,1.20,0,
Red Barn,8/8/2020 3:00,11.56,58.48,11.18,34.00,1.19,1.19,0,
Red Barn,8/8/2020 4:00,11.57,58.13,11.18,32.82,1.20,1.20,0,
Red Barn,8/8/2020 5:00,11.57,57.61,11.18,31.82,1.20,1.20,0,
Red Barn,8/8/2020 6:00,11.58,57.27,11.19,31.82,1.20,1.20,0,
Red Barn,8/8/2020 7:00,11.59,57.10,11.20,31.01,1.20,1.20,0,
Red Barn,8/8/2020 8:00,11.60,57.27,11.21,34.79,1.20,1.20,0,
Red Barn,8/8/2020 9:00,11.59,58.30,11.20,43.10,1.21,1.21,0,
Red Barn,8/8/2020 10:00,11.58,59.85,11.19,56.75,1.20,1.20,0,
Red Barn,8/8/2020 11:00,11.57,62.43,11.18,68.76,1.21,1.21,0,
Red Barn,8/8/2020 12:00,11.56,64.83,11.18,76.70,1.20,1.20,0,
Red Barn,8/8/2020 13:00,11.56,66.71,11.17,81.98,1.22,1.22,0,
Red Barn,8/8/2020 14:00,11.56,68.08,11.16,95.59,1.21,1.21,0,
Red Barn,8/8/2020 15:00,11.55,68.42,11.16,93.68,1.20,1.20,0,
Red Barn,8/8/2020 16:00,11.54,67.22,11.15,85.55,1.22,1.22,0,
Red Barn,8/8/2020 17:00,11.53,65.85,11.14,87.73,1.21,1.21,0,
Red Barn,8/8/2020 18:00,11.53,64.65,11.14,80.74,1.22,1.22,0,
Red Barn,8/8/2020 19:00,11.53,63.28,11.14,75.83,1.21,1.21,0,
Red Barn,8/8/2020 20:00,11.53,61.91,11.14,68.76,1.21,1.21,0,
Red Barn,8/8/2020 21:00,11.54,60.71,11.15,56.58,1.22,1.22,0,
Red Barn,8/8/2020 22:00,11.55,59.68,11.16,48.87,1.21,1.21,0,
Red Barn,8/8/2020 23:00,11.55,58.99,11.16,44.01,1.20,1.20,0,
Red Barn,8/9/2020 0:00,11.56,58.82,11.17,40.88,1.20,1.20,0,
Red Barn,8/9/2020 1:00,11.56,58.65,11.17,38.44,1.20,1.20,0,
Red Barn,8/9/2020 2:00,11.56,58.30,11.17,36.53,1.21,1.21,0,
Red Barn,8/9/2020 3:00,11.56,58.13,11.18,34.79,1.19,1.19,0,
Red Barn,8/9/2020 4:00,11.57,57.79,11.18,32.82,1.20,1.20,0,
Red Barn,8/9/2020 5:00,11.57,57.44,11.18,31.82,1.20,1.20,0,
Red Barn,8/9/2020 6:00,11.58,57.10,11.19,31.21,1.20,1.20,0,
Red Barn,8/9/2020 7:00,11.58,56.75,11.20,30.81,1.20,1.20,0,
Red Barn,8/9/2020 8:00,11.59,56.75,11.20,34.98,1.20,1.20,0,
Red Barn,8/9/2020 9:00,11.58,57.79,11.19,44.38,1.20,1.20,0,
Red Barn,8/9/2020 10:00,11.58,59.51,11.18,57.27,1.21,1.21,0,
Red Barn,8/9/2020 11:00,11.57,61.91,11.18,69.45,1.22,1.22,0,
Red Barn,8/9/2020 12:00,11.56,64.48,11.17,77.40,1.22,1.22,0,
Red Barn,8/9/2020 13:00,11.56,66.37,11.16,84.47,1.22,1.22,0,
Red Barn,8/9/2020 14:00,11.55,67.74,11.15,90.68,1.23,1.23,0,
Red Barn,8/9/2020 15:00,11.54,68.59,11.15,102.49,1.21,1.21,0,
Red Barn,8/9/2020 16:00,11.53,68.42,11.14,100.28,1.22,1.22,0,
Red Barn,8/9/2020 17:00,11.53,66.88,11.14,92.74,1.21,1.21,0,
Red Barn,8/9/2020 18:00,11.53,65.68,11.13,83.04,1.22,1.22,0,
Red Barn,8/9/2020 19:00,11.53,64.31,11.14,76.53,1.21,1.21,0,
Red Barn,8/9/2020 20:00,11.53,62.94,11.14,70.14,1.20,1.20,0,
Red Barn,8/9/2020 21:00,11.54,61.23,11.15,58.65,1.20,1.20,0,
Red Barn,8/9/2020 22:00,11.55,60.02,11.16,50.64,1.21,1.21,0,
Red Barn,8/9/2020 23:00,11.55,59.34,11.16,45.10,1.20,1.20,0,
Red Barn,8/10/2020 0:00,11.55,58.99,11.16,41.99,1.20,1.20,0,
Red Barn,8/10/2020 1:00,11.55,58.82,11.17,40.13,1.20,1.20,0,
Red Barn,8/10/2020 2:00,11.55,58.48,11.16,38.25,1.21,1.21,0,
Red Barn,8/10/2020 3:00,11.55,58.13,11.16,37.30,1.20,1.20,0,
Red Barn,8/10/2020 4:00,11.56,57.96,11.17,36.15,1.20,1.20,0,
Red Barn,8/10/2020 5:00,11.57,57.61,11.17,35.95,1.21,1.21,0,
Red Barn,8/10/2020 6:00,11.57,57.27,11.18,34.20,1.20,1.20,0,
Red Barn,8/10/2020 7:00,11.58,56.92,11.19,33.01,1.19,1.19,0,
Red Barn,8/10/2020 8:00,11.58,56.92,11.19,37.49,1.21,1.21,0,
Red Barn,8/10/2020 9:00,11.58,57.79,11.19,45.10,1.21,1.21,0,
Red Barn,8/10/2020 10:00,11.57,59.34,11.18,56.92,1.21,1.21,0,
Red Barn,8/10/2020 11:00,11.56,61.74,11.17,68.59,1.21,1.21,0,
Red Barn,8/10/2020 12:00,11.56,63.97,11.17,76.53,1.21,1.21,0,
Red Barn,8/10/2020 13:00,11.55,66.02,11.16,83.40,1.21,1.21,0,
Red Barn,8/10/2020 14:00,11.54,67.56,11.15,89.76,1.21,1.21,0,
Red Barn,8/10/2020 15:00,11.53,67.91,11.13,91.24,1.22,1.22,0,
Red Barn,8/10/2020 16:00,11.52,67.22,11.13,89.38,1.21,1.21,0,
Red Barn,8/10/2020 17:00,11.52,66.02,11.13,89.38,1.21,1.21,0,
Red Barn,8/10/2020 18:00,11.51,63.97,11.12,77.75,1.21,1.21,0,
Red Barn,8/10/2020 19:00,11.51,62.43,11.12,73.06,1.21,1.21,0,
Red Barn,8/10/2020 20:00,11.52,60.88,11.12,66.19,1.21,1.21,0,
Red Barn,8/10/2020 21:00,11.52,59.68,11.13,59.34,1.20,1.20,0,
Red Barn,8/10/2020 22:00,11.53,58.99,11.14,54.15,1.20,1.20,0,
Red Barn,8/10/2020 23:00,11.53,58.82,11.14,50.47,1.20,1.20,0,
Red Barn,8/11/2020 0:00,11.53,58.65,11.14,46.19,1.20,1.20,0,
Red Barn,8/11/2020 1:00,11.53,58.48,11.15,43.28,1.19,1.19,0,
Red Barn,8/11/2020 2:00,11.53,58.30,11.15,41.07,1.19,1.19,0,
Red Barn,8/11/2020 3:00,11.53,57.96,11.15,40.88,1.19,1.19,0,
Red Barn,8/11/2020 4:00,11.53,57.79,11.15,40.13,1.19,1.19,0,
Red Barn,8/11/2020 5:00,11.54,57.61,11.15,39.95,1.20,1.20,0,
Red Barn,8/11/2020 6:00,11.54,57.44,11.16,39.57,1.19,1.19,0,
Red Barn,8/11/2020 7:00,11.55,57.27,11.16,39.01,1.19,1.19,0,
Red Barn,8/11/2020 8:00,11.54,57.27,11.16,44.01,1.19,1.19,0,
Red Barn,8/11/2020 9:00,11.54,58.30,11.16,52.05,1.18,1.18,0,
Red Barn,8/11/2020 10:00,11.54,59.85,11.16,61.74,1.18,1.18,0,
Red Barn,8/11/2020 11:00,11.53,62.25,11.15,72.20,1.19,1.19,0,
Red Barn,8/11/2020 12:00,11.52,64.83,11.14,79.50,1.19,1.19,0,
Red Barn,8/11/2020 13:00,11.51,66.71,11.12,84.83,1.19,1.19,0,
Red Barn,8/11/2020 14:00,11.51,67.39,11.12,85.19,1.20,1.20,0,
Red Barn,8/11/2020 15:00,11.50,67.05,11.12,89.57,1.19,1.19,0,
Red Barn,8/11/2020 16:00,11.50,65.85,11.12,90.50,1.19,1.19,0,
Red Barn,8/11/2020 17:00,11.49,64.48,11.11,85.55,1.19,1.19,0,
Red Barn,8/11/2020 18:00,11.49,63.46,11.10,79.33,1.21,1.21,0,
Red Barn,8/11/2020 19:00,11.49,62.43,11.10,74.62,1.21,1.21,0,
Red Barn,8/11/2020 20:00,11.50,61.05,11.11,66.19,1.20,1.20,0,
Red Barn,8/11/2020 21:00,11.52,59.85,11.12,58.30,1.21,1.21,0,
Red Barn,8/11/2020 22:00,11.52,58.99,11.13,51.17,1.20,1.20,0,
Red Barn,8/11/2020 23:00,11.53,58.48,11.14,45.29,1.20,1.20,0,
Red Barn,8/12/2020 0:00,11.53,58.13,11.14,41.25,1.19,1.19,0,
Red Barn,8/12/2020 1:00,11.53,57.79,11.15,38.06,1.20,1.20,0,
Red Barn,8/12/2020 2:00,11.54,57.61,11.15,36.34,1.20,1.20,0,
Red Barn,8/12/2020 3:00,11.54,57.27,11.15,34.79,1.19,1.19,0,
Red Barn,8/12/2020 4:00,11.54,57.10,11.15,32.82,1.20,1.20,0,
Red Barn,8/12/2020 5:00,11.54,56.75,11.16,31.42,1.20,1.20,0,
Red Barn,8/12/2020 6:00,11.55,56.40,11.17,30.61,1.20,1.20,0,
Red Barn,8/12/2020 7:00,11.55,56.06,11.17,30.40,1.19,1.19,0,
Red Barn,8/12/2020 8:00,11.55,55.88,11.17,37.11,1.19,1.19,0,
Red Barn,8/12/2020 9:00,11.55,56.75,11.17,45.29,1.20,1.20,0,
Red Barn,8/12/2020 10:00,11.55,58.65,11.16,57.96,1.20,1.20,0,
Red Barn,8/12/2020 11:00,11.54,61.05,11.15,70.14,1.21,1.21,0,
Red Barn,8/12/2020 12:00,11.54,63.63,11.15,75.83,1.21,1.21,0,
Red Barn,8/12/2020 13:00,11.54,64.48,11.15,76.35,1.21,1.21,0,
Red Barn,8/12/2020 14:00,11.53,66.02,11.14,87.92,1.21,1.21,0,
Red Barn,8/12/2020 15:00,11.52,65.85,11.13,89.57,1.21,1.21,0,
Red Barn,8/12/2020 16:00,11.51,65.68,11.12,87.73,1.21,1.21,0,
Red Barn,8/12/2020 17:00,11.51,64.48,11.12,82.51,1.20,1.20,0,
Red Barn,8/12/2020 18:00,11.51,62.77,11.12,77.05,1.21,1.21,0,
Red Barn,8/12/2020 19:00,11.51,61.40,11.12,73.23,1.21,1.21,0,
Red Barn,8/12/2020 20:00,11.52,60.20,11.13,65.17,1.20,1.20,0,
Red Barn,8/12/2020 21:00,11.53,59.34,11.14,55.88,1.21,1.21,0,
Red Barn,8/12/2020 22:00,11.54,58.65,11.15,49.94,1.21,1.21,0,
Red Barn,8/12/2020 23:00,11.55,58.13,11.16,45.29,1.20,1.20,0,
Red Barn,8/13/2020 0:00,11.55,57.96,11.16,41.81,1.20,1.20,0,
Red Barn,8/13/2020 1:00,11.56,57.61,11.17,40.32,1.20,1.20,0,
Red Barn,8/13/2020 2:00,11.56,57.44,11.17,37.87,1.21,1.21,0,
Red Barn,8/13/2020 3:00,11.57,57.10,11.17,35.56,1.21,1.21,0,
Red Barn,8/13/2020 4:00,11.57,56.75,11.18,33.81,1.20,1.20,0,
Red Barn,8/13/2020 5:00,11.57,56.40,11.19,32.22,1.20,1.20,0,
Red Barn,8/13/2020 6:00,11.59,56.06,11.19,30.81,1.21,1.21,0,
Red Barn,8/13/2020 7:00,11.59,55.71,11.20,30.40,1.21,1.21,0,
Red Barn,8/13/2020 8:00,11.60,55.88,11.20,35.56,1.21,1.21,0,
Red Barn,8/13/2020 9:00,11.59,56.58,11.20,45.10,1.22,1.22,0,
Red Barn,8/13/2020 10:00,11.59,58.30,11.19,57.79,1.22,1.22,0,
Red Barn,8/13/2020 11:00,11.58,60.71,11.18,69.79,1.23,1.23,0,
Red Barn,8/13/2020 12:00,11.57,63.28,11.17,78.45,1.23,1.23,0,
Red Barn,8/13/2020 13:00,11.56,65.34,11.16,83.58,1.22,1.22,0,
Red Barn,8/13/2020 14:00,11.55,66.88,11.15,93.12,1.23,1.23,0,
Red Barn,8/13/2020 15:00,11.54,67.56,11.14,92.74,1.23,1.23,0,
Red Barn,8/13/2020 16:00,11.53,67.05,11.14,91.80,1.22,1.22,0,
Red Barn,8/13/2020 17:00,11.53,65.68,11.13,84.83,1.24,1.24,0,
Red Barn,8/13/2020 18:00,11.53,63.46,11.13,79.85,1.23,1.23,0,
Red Barn,8/13/2020 19:00,11.53,61.57,11.13,76.35,1.23,1.23,0,
Red Barn,8/13/2020 20:00,11.54,60.37,11.14,68.59,1.23,1.23,0,
Red Barn,8/13/2020 21:00,11.54,59.68,11.15,57.61,1.22,1.22,0,
Red Barn,8/13/2020 22:00,11.55,58.99,11.15,49.40,1.22,1.22,0,
Red Barn,8/13/2020 23:00,11.55,58.48,11.16,44.74,1.21,1.21,0,
Red Barn,8/14/2020 0:00,11.56,58.13,11.16,42.36,1.22,1.22,0,
Red Barn,8/14/2020 1:00,11.56,57.79,11.16,39.95,1.22,1.22,0,
Red Barn,8/14/2020 2:00,11.56,57.61,11.17,36.72,1.22,1.22,0,
Red Barn,8/14/2020 3:00,11.57,57.27,11.18,34.59,1.22,1.22,0,
Red Barn,8/14/2020 4:00,11.57,56.92,11.18,32.62,1.22,1.22,0,
Red Barn,8/14/2020 5:00,11.58,56.58,11.18,30.81,1.22,1.22,0,
Red Barn,8/14/2020 6:00,11.58,56.23,11.19,28.97,1.22,1.22,0,
Red Barn,8/14/2020 7:00,11.59,55.88,11.19,28.76,1.22,1.22,0,
Red Barn,8/14/2020 8:00,11.60,56.06,11.20,33.21,1.22,1.22,0,
Red Barn,8/14/2020 9:00,11.59,56.92,11.20,43.28,1.22,1.22,0,
Red Barn,8/14/2020 10:00,11.59,58.65,11.20,56.58,1.22,1.22,0,
Red Barn,8/14/2020 11:00,11.59,61.05,11.19,68.93,1.23,1.23,0,
Red Barn,8/14/2020 12:00,11.58,63.46,11.18,77.23,1.23,1.23,0,
Red Barn,8/14/2020 13:00,11.58,65.34,11.18,85.74,1.24,1.24,0,
Red Barn,8/14/2020 14:00,11.57,66.71,11.17,89.76,1.24,1.24,0,
Red Barn,8/14/2020 15:00,11.57,67.39,11.17,93.49,1.23,1.23,0,
Red Barn,8/14/2020 16:00,11.56,67.05,11.16,100.08,1.23,1.23,0,
Red Barn,8/14/2020 17:00,11.56,66.02,11.16,98.31,1.22,1.22,0,
Red Barn,8/14/2020 18:00,11.55,64.65,11.16,84.47,1.23,1.23,0,
Red Barn,8/14/2020 19:00,11.55,63.28,11.15,76.53,1.23,1.23,0,
Red Barn,8/14/2020 20:00,11.56,61.40,11.16,67.39,1.23,1.23,0,
Red Barn,8/14/2020 21:00,11.57,60.02,11.17,57.79,1.23,1.23,0,
Red Barn,8/14/2020 22:00,11.57,59.16,11.17,51.00,1.22,1.22,0,
Red Barn,8/14/2020 23:00,11.57,58.65,11.18,45.65,1.22,1.22,0,
Red Barn,8/15/2020 0:00,11.58,58.30,11.18,41.44,1.22,1.22,0,
Red Barn,8/15/2020 1:00,11.58,57.96,11.19,38.63,1.22,1.22,0,
Red Barn,8/15/2020 2:00,11.59,57.79,11.19,36.91,1.21,1.21,0,
Red Barn,8/15/2020 3:00,11.59,57.44,11.20,34.59,1.21,1.21,0,
Red Barn,8/15/2020 4:00,11.60,57.27,11.20,32.82,1.21,1.21,0,
Red Barn,8/15/2020 5:00,11.60,56.92,11.21,31.62,1.21,1.21,0,
Red Barn,8/15/2020 6:00,11.61,56.58,11.21,30.00,1.21,1.21,0,
Red Barn,8/15/2020 7:00,11.62,56.23,11.23,29.59,1.21,1.21,0,
Red Barn,8/15/2020 8:00,11.62,56.23,11.23,34.39,1.21,1.21,0,
Red Barn,8/15/2020 9:00,11.62,57.27,11.23,45.65,1.21,1.21,0,
Red Barn,8/15/2020 10:00,11.61,59.16,11.22,57.10,1.21,1.21,0,
Red Barn,8/15/2020 11:00,11.61,61.40,11.21,68.42,1.22,1.22,0,
Red Barn,8/15/2020 12:00,11.60,63.80,11.20,75.31,1.22,1.22,0,
Red Barn,8/15/2020 13:00,11.59,65.68,11.19,83.40,1.23,1.23,0,
Red Barn,8/15/2020 14:00,11.59,66.88,11.19,88.10,1.23,1.23,0,
Red Barn,8/15/2020 15:00,11.58,67.22,11.18,93.30,1.22,1.22,0,
Red Barn,8/15/2020 16:00,11.57,66.71,11.18,95.40,1.22,1.22,0,
Red Barn,8/15/2020 17:00,11.57,66.02,11.18,96.36,1.21,1.21,0,
Red Barn,8/15/2020 18:00,11.57,64.48,11.17,83.40,1.22,1.22,0,
Red Barn,8/15/2020 19:00,11.57,62.77,11.17,75.48,1.22,1.22,0,
Red Barn,8/15/2020 20:00,11.58,61.23,11.18,66.88,1.22,1.22,0,
Red Barn,8/15/2020 21:00,11.59,59.68,11.19,55.71,1.22,1.22,0,
Red Barn,8/15/2020 22:00,11.59,58.65,11.20,50.29,1.21,1.21,0,
Red Barn,8/15/2020 23:00,11.60,57.96,11.21,45.47,1.20,1.20,0,
Red Barn,8/16/2020 0:00,11.60,57.79,11.21,41.07,1.20,1.20,0,
Red Barn,8/16/2020 1:00,11.61,57.44,11.22,37.87,1.20,1.20,0,
Red Barn,8/16/2020 2:00,11.61,57.27,11.22,35.76,1.21,1.21,0,
Red Barn,8/16/2020 3:00,11.61,57.10,11.22,34.59,1.21,1.21,0,
Red Barn,8/16/2020 4:00,11.62,56.75,11.23,33.01,1.20,1.20,0,
Red Barn,8/16/2020 5:00,11.62,56.58,11.23,32.02,1.21,1.21,0,
Red Barn,8/16/2020 6:00,11.63,56.06,11.24,31.01,1.20,1.20,0,
Red Barn,8/16/2020 7:00,11.64,55.88,11.25,30.20,1.20,1.20,0,
Red Barn,8/16/2020 8:00,11.64,55.88,11.26,34.98,1.20,1.20,0,
Red Barn,8/16/2020 9:00,11.64,56.75,11.24,44.01,1.21,1.21,0,
Red Barn,8/16/2020 10:00,11.63,58.30,11.24,57.27,1.21,1.21,0,
Red Barn,8/16/2020 11:00,11.62,60.71,11.23,70.48,1.22,1.22,0,
Red Barn,8/16/2020 12:00,11.61,63.28,11.22,79.85,1.22,1.22,0,
Red Barn,8/16/2020 13:00,11.61,65.51,11.22,88.65,1.22,1.22,0,
Red Barn,8/16/2020 14:00,11.61,67.22,11.21,98.90,1.21,1.21,0,
Red Barn,8/16/2020 15:00,11.60,68.25,11.21,102.70,1.22,1.22,0,
Red Barn,8/16/2020 16:00,11.60,68.59,11.20,101.28,1.21,1.21,0,
Red Barn,8/16/2020 17:00,11.59,67.91,11.19,93.12,1.22,1.22,0,
Red Barn,8/16/2020 18:00,11.58,66.54,11.19,83.40,1.22,1.22,0,
Red Barn,8/16/2020 19:00,11.58,64.65,11.19,79.33,1.22,1.22,0,
Red Barn,8/16/2020 20:00,11.59,62.77,11.20,71.86,1.22,1.22,0,
Red Barn,8/16/2020 21:00,11.61,61.23,11.21,62.94,1.22,1.22,0,
Red Barn,8/16/2020 22:00,11.62,60.20,11.23,58.82,1.21,1.21,0,
Red Barn,8/16/2020 23:00,11.62,59.85,11.23,54.50,1.21,1.21,0,
Red Barn,8/17/2020 0:00,11.63,59.51,11.24,50.11,1.21,1.21,0,
Red Barn,8/17/2020 1:00,11.63,59.16,11.24,48.52,1.20,1.20,0,
Red Barn,8/17/2020 2:00,11.63,58.99,11.25,46.19,1.20,1.20,0,
Red Barn,8/17/2020 3:00,11.63,58.82,11.24,44.20,1.21,1.21,0,
Red Barn,8/17/2020 4:00,11.64,58.48,11.25,42.36,1.20,1.20,0,
Red Barn,8/17/2020 5:00,11.64,58.13,11.25,40.70,1.21,1.21,0,
Red Barn,8/17/2020 6:00,11.65,57.79,11.26,39.95,1.21,1.21,0,
Red Barn,8/17/2020 7:00,11.65,57.61,11.26,39.38,1.21,1.21,0,
Red Barn,8/17/2020 8:00,11.66,57.61,11.26,44.74,1.22,1.22,0,
Red Barn,8/17/2020 9:00,11.66,58.48,11.26,52.40,1.22,1.22,0,
Red Barn,8/17/2020 10:00,11.65,60.20,11.25,63.97,1.22,1.22,0,
Red Barn,8/17/2020 11:00,11.65,62.60,11.25,74.79,1.23,1.23,0,
Red Barn,8/17/2020 12:00,11.64,64.83,11.24,82.33,1.23,1.23,0,
Red Barn,8/17/2020 13:00,11.63,66.71,11.23,87.19,1.23,1.23,0,
Red Barn,8/17/2020 14:00,11.63,68.42,11.23,95.40,1.23,1.23,0,
Red Barn,8/17/2020 15:00,11.62,67.91,11.21,91.43,1.24,1.24,0,
Red Barn,8/17/2020 16:00,11.61,66.88,11.21,85.74,1.23,1.23,0,
Red Barn,8/17/2020 17:00,11.60,65.68,11.20,87.92,1.22,1.22,0,
Red Barn,8/17/2020 18:00,11.60,64.65,11.20,78.80,1.24,1.24,0,
Red Barn,8/17/2020 19:00,11.60,63.97,11.20,76.18,1.23,1.23,0,
Red Barn,8/17/2020 20:00,11.61,62.94,11.21,71.00,1.23,1.23,0,
Red Barn,8/17/2020 21:00,11.61,61.74,11.22,64.48,1.22,1.22,0,
Red Barn,8/17/2020 22:00,11.62,61.05,11.22,57.44,1.23,1.23,0,
Red Barn,8/17/2020 23:00,11.62,60.71,11.23,52.75,1.23,1.23,0,
Red Barn,8/18/2020 0:00,11.63,60.20,11.23,49.40,1.22,1.22,0,
Red Barn,8/18/2020 1:00,11.63,59.85,11.23,46.73,1.21,1.21,0,
Red Barn,8/18/2020 2:00,11.63,59.51,11.23,45.47,1.22,1.22,0,
Red Barn,8/18/2020 3:00,11.63,59.16,11.23,44.01,1.21,1.21,0,
Red Barn,8/18/2020 4:00,11.63,58.82,11.24,42.18,1.21,1.21,0,
Red Barn,8/18/2020 5:00,11.63,58.48,11.24,40.70,1.21,1.21,0,
Red Barn,8/18/2020 6:00,11.64,58.13,11.24,39.57,1.21,1.21,0,
Red Barn,8/18/2020 7:00,11.64,57.96,11.25,39.01,1.21,1.21,0,
Red Barn,8/18/2020 8:00,11.65,57.96,11.25,43.28,1.22,1.22,0,
Red Barn,8/18/2020 9:00,11.64,58.82,11.25,51.70,1.21,1.21,0,
Red Barn,8/18/2020 10:00,11.63,60.54,11.24,62.77,1.21,1.21,0,
Red Barn,8/18/2020 11:00,11.62,62.94,11.23,73.23,1.20,1.20,0,
Red Barn,8/18/2020 12:00,11.61,65.17,11.22,81.09,1.21,1.21,0,
Red Barn,8/18/2020 13:00,11.60,66.37,11.21,86.64,1.21,1.21,0,
Red Barn,8/18/2020 14:00,11.59,66.37,11.19,86.64,1.22,1.22,0,
Red Barn,8/18/2020 15:00,11.58,66.71,11.19,86.28,1.21,1.21,0,
Red Barn,8/18/2020 16:00,11.58,65.51,11.19,81.80,1.20,1.20,0,
Red Barn,8/18/2020 17:00,11.57,64.65,11.18,81.09,1.20,1.20,0,
Red Barn,8/18/2020 18:00,11.57,63.11,11.18,77.57,1.20,1.20,0,
Red Barn,8/18/2020 19:00,11.57,61.40,11.18,72.72,1.21,1.21,0,
Red Barn,8/18/2020 20:00,11.56,60.71,11.18,65.68,1.20,1.20,0,
Red Barn,8/18/2020 21:00,11.58,59.85,11.19,58.48,1.21,1.21,0,
Red Barn,8/18/2020 22:00,11.57,59.16,11.19,52.23,1.20,1.20,0,
Red Barn,8/18/2020 23:00,11.58,58.82,11.19,48.34,1.19,1.19,0,
Red Barn,8/19/2020 0:00,11.58,58.48,11.19,47.62,1.20,1.20,0,
Red Barn,8/19/2020 1:00,11.58,58.30,11.20,45.47,1.19,1.19,0,
Red Barn,8/19/2020 2:00,11.58,58.13,11.19,44.01,1.19,1.19,0,
Red Barn,8/19/2020 3:00,11.57,57.96,11.19,42.36,1.19,1.19,0,
Red Barn,8/19/2020 4:00,11.57,57.79,11.19,42.73,1.19,1.19,0,
Red Barn,8/19/2020 5:00,11.58,57.44,11.20,40.70,1.18,1.18,0,
Red Barn,8/19/2020 6:00,11.58,57.10,11.20,39.01,1.19,1.19,0,
Red Barn,8/19/2020 7:00,11.59,56.92,11.20,38.25,1.19,1.19,0,
Red Barn,8/19/2020 8:00,11.59,56.92,11.21,41.81,1.19,1.19,0,
Red Barn,8/19/2020 9:00,11.58,57.61,11.20,51.17,1.19,1.19,0,
Red Barn,8/19/2020 10:00,11.58,59.34,11.19,62.60,1.19,1.19,0,
Red Barn,8/19/2020 11:00,11.57,61.57,11.18,73.23,1.20,1.20,0,
Red Barn,8/19/2020 12:00,11.56,64.14,11.17,80.74,1.21,1.21,0,
Red Barn,8/19/2020 13:00,11.54,65.51,11.16,84.47,1.19,1.19,0,
Red Barn,8/19/2020 14:00,11.54,64.48,11.15,68.42,1.20,1.20,0,
Red Barn,8/19/2020 15:00,11.54,63.46,11.15,71.00,1.21,1.21,0,
Red Barn,8/19/2020 16:00,11.54,61.91,11.15,69.96,1.20,1.20,0,
Red Barn,8/19/2020 17:00,11.54,61.91,11.15,68.76,1.20,1.20,0,
Red Barn,8/19/2020 18:00,11.52,61.40,11.14,71.34,1.20,1.20,0,
Red Barn,8/19/2020 19:00,11.53,61.05,11.14,70.31,1.20,1.20,0,
Red Barn,8/19/2020 20:00,11.54,60.54,11.14,63.63,1.22,1.22,0,
Red Barn,8/19/2020 21:00,11.53,59.68,11.15,56.58,1.20,1.20,0,
Red Barn,8/19/2020 22:00,11.54,58.65,11.15,51.17,1.20,1.20,0,
Red Barn,8/19/2020 23:00,11.54,58.30,11.15,48.16,1.20,1.20,0,
Red Barn,8/20/2020 0:00,11.54,57.79,11.16,45.47,1.20,1.20,0,
Red Barn,8/20/2020 1:00,11.54,57.44,11.16,45.10,1.19,1.19,0,
Red Barn,8/20/2020 2:00,11.54,57.10,11.15,43.47,1.19,1.19,0,
Red Barn,8/20/2020 3:00,11.54,56.75,11.15,41.81,1.20,1.20,0,
Red Barn,8/20/2020 4:00,11.54,56.40,11.16,40.32,1.19,1.19,0,
Red Barn,8/20/2020 5:00,11.54,56.06,11.15,38.82,1.20,1.20,0,
Red Barn,8/20/2020 6:00,11.55,55.71,11.16,37.30,1.19,1.19,0,
Red Barn,8/20/2020 7:00,11.55,55.54,11.17,36.34,1.19,1.19,0,
Red Barn,8/20/2020 8:00,11.55,55.54,11.17,39.57,1.19,1.19,0,
Red Barn,8/20/2020 9:00,11.55,56.23,11.17,47.62,1.20,1.20,0,
Red Barn,8/20/2020 10:00,11.55,57.79,11.16,58.65,1.20,1.20,0,
Red Barn,8/20/2020 11:00,11.54,59.85,11.15,69.11,1.20,1.20,0,
Red Barn,8/20/2020 12:00,11.53,62.08,11.14,78.62,1.21,1.21,0,
Red Barn,8/20/2020 13:00,11.51,63.63,11.12,83.58,1.20,1.20,0,
Red Barn,8/20/2020 14:00,11.52,62.77,11.12,76.70,1.22,1.22,0,
Red Barn,8/20/2020 15:00,11.51,62.43,11.12,78.80,1.21,1.21,0,
