River,ReleaseSite,Date,Time,UTM_X,UTM_Y,Species,Length,Weight,TagType,TagID,QAQC,TagSize,Ant,Event,FinClip,Mortality,Comments,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894712,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894713,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894714,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894715,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894716,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894717,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894718,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894719,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894720,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894721,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894722,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894723,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894724,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894725,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894726,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894727,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894728,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894729,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894730,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894731,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894732,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894733,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894734,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894735,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894736,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894737,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894738,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894739,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894740,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894741,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894742,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894743,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894744,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894745,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894746,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894747,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894748,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894749,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894750,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894751,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894752,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894753,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894754,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894755,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894756,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894757,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894758,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894759,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894760,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894761,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894762,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894763,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894764,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894765,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894766,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894767,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894768,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894769,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894770,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894771,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894772,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894773,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894774,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894775,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894776,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894777,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894778,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894779,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894780,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894781,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894782,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894783,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894784,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894785,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894786,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894787,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894788,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894789,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894790,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894791,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894792,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894793,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894794,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894795,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894796,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894797,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894798,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894799,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894800,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894801,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894802,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894803,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894804,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042894805,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895206,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895207,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895208,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895209,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895210,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895211,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895212,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895213,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895214,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895215,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895216,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895217,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895218,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895219,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895220,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895221,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895222,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895223,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895224,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895225,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895226,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895227,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895228,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895229,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895230,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895231,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895232,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895233,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895234,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895235,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895236,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895237,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895238,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895239,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895240,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895241,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895242,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895243,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895244,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895245,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895246,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895247,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895248,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895249,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895250,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895251,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895252,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895253,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895254,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895255,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895256,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895257,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895258,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895259,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895260,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895261,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895262,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895263,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895264,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895265,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895266,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895267,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895268,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895269,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895270,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895271,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895272,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895273,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895274,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895275,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895276,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895277,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895278,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895279,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895280,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895281,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895282,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895283,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895284,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895285,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895286,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895287,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895288,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895289,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895290,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895291,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895292,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895293,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895294,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895295,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895296,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895297,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895298,,12,Handheld,Release,,0,,
Colorado River,Shadow Mountain Reservoir,9/14/2023,12:00:00,427789,4451084,TGM,NA,NA,HA,1042895299,,12,Handheld,Release,,0,,
