River,ReleaseSite,Date,Time,UTM_X,UTM_Y,Species,Length,Weight,TagType,TagID,QAQC,TagSize,Ant,Event,FinClip,Mortality,Comments,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,RBT,337,412,HA,230000224310,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,RBT,290,276,HA,230000224311,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,287,246,HA,230000224312,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,275,212,HA,230000224313,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,267,200,HA,230000224314,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,RBT,236,142,HA,230000224315,pass,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,226,118,HA,230000224316,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,256,174,HA,230000224317,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,196,82,HA,230000224318,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,364,498,HA,230000224319,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,281,232,HA,230000224320,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,282,194,HA,230000224321,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,257,158,HA,230000224322,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,251,166,HA,230000224323,pass,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,252,164,HA,230000224324,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,209,104,HA,230000224325,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,191,68,HA,230000224326,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,RBT,295,282,HA,230000224327,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,362,502,HA,230000224328,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,266,208,HA,230000224329,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,252,160,HA,230000224330,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,257,188,HA,230000224331,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,187,66,HA,230000224332,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,RBT,280,223,HA,230000224333,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,RXN,389,606,HA,230000224334,pass,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,267,214,HA,230000224335,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,268,220,HA,230000224336,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,376,458,HA,230000224337,pass,32,Handheld,Recapture and Release,adp,0,"OT Loss, NT",
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,279,254,HA,230000224338,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,269,210,HA,230000224339,pass,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,276,230,HA,230000224340,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,246,172,HA,230000224341,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,405,632,HA,230000224342,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,275,218,HA,230000224343,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,273,218,HA,230000224344,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,273,240,HA,230000224345,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,274,212,HA,230000224346,pass,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,RBT,248,174,HA,230000224347,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,RBT,343,416,HA,230000224349,pass,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,RBT,233,147,HA,230000224350,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,RBT,224,122,HA,230000224351,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,364,455,HA,230000224352,pass,32,Handheld,Recapture and Release,adp,0,"OT Loss, NT",
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,404,622,HA,230000224353,pass,32,Handheld,Recapture and Release,adp,0,"OT Loss, NT",
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,RBT,458,841,HA,230000224354,,32,Handheld,Recapture and Release,adp,0,"OT Loss, NT",
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,357,469,HA,230000224355,pass,32,Handheld,Recapture and Release,adp,0,"OT Loss, NT",
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,256,171,HA,230000224356,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,RBT,244,140,HA,230000224357,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,RBT,487,968,HA,230000224358,pass,32,Handheld,Recapture and Release,adp,0,"OT Loss, NT",
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,RBT,502,1188,HA,230000224359,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,428,655,HA,230000224360,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,392,525,HA,230000224361,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,241,127,HA,230000224362,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,353,397,HA,230000224363,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,RBT,217,101,HA,230000224364,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,161,39,HA,230000224365,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,RBT,193,61,HA,230000224366,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,212,89,HA,230000224367,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,268,189,HA,230000224368,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,251,137,HA,230000224369,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,209,81,HA,230000224370,pass,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,476,1008,HA,230000224371,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,RBT,232,115,HA,230000224372,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,RBT,243,151,HA,230000224373,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,260,166,HA,230000224374,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,RBT,242,133,HA,230000224375,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,RBT,225,100,HA,230000224376,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,RBT,239,136,HA,230000224377,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,RBT,250,171,HA,230000224378,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,264,173,HA,230000224379,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,215,92,HA,230000224380,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,168,52,HA,230000224381,pass,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,182,62,HA,230000224382,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,307,293,HA,230000224383,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,431,767,HA,230000224384,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,RBT,243,153,HA,230000224385,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,259,162,HA,230000224386,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,RBT,229,123,HA,230000224387,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,210,85,HA,230000224388,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,RBT,319,285,HA,230000224389,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,RBT,238,145,HA,230000224390,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,RBT,193,72,HA,230000224391,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,289,200,HA,230000224392,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,254,164,HA,230000224393,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,238,122,HA,230000224394,pass,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,219,93,HA,230000224395,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,413,670,HA,230000224396,pass,32,Handheld,Recapture and Release,adp,0,"OT Loss, NT",
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,263,186,HA,230000224397,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,276,201,HA,230000224398,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,202,77,HA,230000224399,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,212,74,HA,230000224400,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,180,57,HA,230000224401,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,264,189,HA,230000224402,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,397,593,HA,230000224403,pass,32,Handheld,Recapture and Release,adp,0,"OT Loss, NT",
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,RBT,227,126,HA,230000224404,pass,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,RBT,298,240,HA,230000224405,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,RBT,222,118,HA,230000224406,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,206,102,HA,230000224407,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,222,112,HA,230000224408,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,RBT,386,642,HA,230000224409,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,251,156,HA,230000224410,,32,Handheld,Release,adp,0,,
Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417229,4438617,LOC,182,62,HA,230000224411,,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,86,8,HA,226001581252,,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,89,10,HA,226001581265,,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,84,8,HA,226001581271,,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,88,8,HA,226001581278,,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,101,13,HA,226001581287,,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,89,8,HA,226001581291,,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,81,5,HA,226001581293,,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,86,7,HA,226001581305,,12,Handheld,Release,right pelvic,1,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,89,10,HA,226001581322,,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,81,7,HA,226001581330,,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,84,9,HA,226001581338,,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,99,12,HA,226001581339,,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,94,11,HA,226001581345,,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,79,5,HA,226001581351,,12,Handheld,Release,right pelvic,1,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,101,13,HA,226001581352,pass,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,114,22,HA,226001581355,,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,71,4,HA,226001581356,pass,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,83,8,HA,226001581369,,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,72,6,HA,226001581379,,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,120,24,HA,226001581381,,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,113,22,HA,226001581391,,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,111,19,HA,226001581394,pass,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,97,11,HA,226001581398,,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,92,12,HA,226001581406,,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,80,6,HA,226001581408,,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,91,10,HA,226001581410,,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,92,9,HA,226001581417,,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,86,7,HA,226001581418,,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,95,11,HA,226001581420,,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,103,13,HA,226001581428,,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,77,6,HA,226001581447,,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,74,7,HA,226001581449,,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,109,17,HA,226001581451,,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,82,6,HA,226001581456,,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,81,9,HA,226001581470,,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,63,9,HA,226001581476,pass,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,76,6,HA,226001581478,,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,71,4,HA,226001581481,,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,93,10,HA,226001581482,,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,105,15,HA,226001581484,,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,103,13,HA,226001581488,,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,122,23,HA,226001581493,,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,MTS,78,6,HA,226001581497,,12,Handheld,Release,right pelvic,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,228,128,HA,230000224269,,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,304,300,HA,230000224270,,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,320,294,HA,230000224271,,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,202,90,HA,230000224272,,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,172,50,HA,230000224273,,32,Handheld,Release,adp,1,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,160,38,HA,230000224274,,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,159,36,HA,230000224275,,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,174,46,HA,230000224276,pass,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,128,18,HA,230000224277,,32,Handheld,Release,adp,1,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,160,40,HA,230000224278,,32,Handheld,Release,adp,1,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,163,48,HA,230000224279,,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,142,32,HA,230000224280,,32,Handheld,Release,adp,1,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,166,48,HA,230000224281,pass,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,165,42,HA,230000224282,,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,153,40,HA,230000224283,,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,177,64,HA,230000224284,,32,Handheld,Release,adp,1,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,180,60,HA,230000224285,,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,211,96,HA,230000224286,,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,226,110,HA,230000224287,,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,217,98,HA,230000224288,pass,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,316,296,HA,230000224289,,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,315,276,HA,230000224290,pass,32,Handheld,Recapture and Release,adp,0,"OT Loss, NT",
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,RBT,278,230,HA,230000224291,pass,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,321,284,HA,230000224292,,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,128,30,HA,230000224293,,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,138,28,HA,230000224294,,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,151,36,HA,230000224295,pass,32,Handheld,Release,adp,1,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,162,48,HA,230000224296,,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,167,50,HA,230000224297,,32,Handheld,Release,adp,1,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,177,56,HA,230000224298,pass,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,187,66,HA,230000224299,,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,171,52,HA,230000224412,,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,194,72,HA,230000224413,,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,228,130,HA,230000224414,,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,241,146,HA,230000224415,pass,32,Handheld,Recapture and Release,adp,0,"OT Loss, NT",
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,RBT,281,220,HA,230000224416,pass,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,182,62,HA,230000224417,,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,197,86,HA,230000224418,,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,284,228,HA,230000224419,pass,32,Handheld,Recapture and Release,adp,0,"OT Loss, NT",
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,RBT,174,60,HA,230000224420,,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,167,46,HA,230000224522,,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,172,50,HA,230000224523,,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,153,36,HA,230000224524,,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,321,280,HA,230000224525,,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,165,44,HA,230000224526,,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,166,52,HA,230000224527,,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,162,46,HA,230000224528,pass,32,Handheld,Release,adp,0,Two tags in fish; 230000143276,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,146,36,HA,230000224529,,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,164,50,HA,230000224530,,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,231,120,HA,230000224531,,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,LOC,165,54,HA,230000224532,,32,Handheld,Release,adp,0,,
Fraser River,Kaibab Park,9/2/2021,12:00:00,420626,4437179,RBT,184,64,HA,230000224533,,32,Handheld,Release,adp,0,,
