River,RecaptureSite,Date,Time,UTM_X,UTM_Y,Species,Length,Weight,TagType,TagID,QAQC,TagSize,Ant,Event,FinClip,Mortality,Comments
Colorado River,Sheriff Ranch Upper Field,5/8/2025,14:00:00,410165,4438558,LOC,387,500,HA,230000226064,pass,32,Handheld,Recapture,adp,0,
Colorado River,Sheriff Ranch Upper Field,5/8/2025,14:00:00,410165,4438558,LOC,364,440,HA,230000226260,pass,32,Handheld,Recapture,adp,0,
Colorado River,Sheriff Ranch Upper Field,5/8/2025,14:00:00,410165,4438558,LOC,182,62,HA,230000226251,pass,32,Handheld,Recapture,adp,0,
Colorado River,Sheriff Ranch Upper Field,5/8/2025,14:00:00,410165,4438558,RBT,344,400,HA,230000144405,pass,32,Handheld,Recapture,adp,0,
Colorado River,Sheriff Ranch Upper Field,5/8/2025,14:00:00,410165,4438558,LOC,380,488,HA,230000144440,pass,32,Handheld,Recapture,adp,0,
Colorado River,Sheriff Ranch Middle Field,5/8/2025,15:00:00,409595,4438221,LOC,389,500,HA,230000226237,pass,32,Handheld,Recapture,adp,0,
Colorado River,Sheriff Ranch Middle Field,5/8/2025,15:00:00,409595,4438221,RBT,389,534,HA,230000226252,pass,32,Handheld,Recapture,adp,0,
Colorado River,Sheriff Ranch Middle Field,5/8/2025,15:00:00,409595,4438221,LOC,413,606,HA,230000226213,pass,32,Handheld,Recapture,adp,0,
Colorado River,Sheriff Ranch Middle Field,5/8/2025,15:00:00,409595,4438221,LOC,347,330,HA,230000226215,pass,32,Handheld,Recapture,adp,0,
Colorado River,Sheriff Ranch Middle Field,5/8/2025,15:00:00,409595,4438221,RBT,397,490,HA,230000226179,pass,32,Handheld,Recapture,adp,0,
Colorado River,Sheriff Ranch Middle Field,5/8/2025,15:00:00,409595,4438221,RBT,296,262,HA,230000226275,pass,32,Handheld,Recapture,adp,0,
Colorado River,Sheriff Ranch Middle Field,5/8/2025,15:00:00,409595,4438221,LOC,329,380,HA,230000226155,pass,32,Handheld,Recapture,adp,0,
Colorado River,Sheriff Ranch Middle Field,5/8/2025,15:00:00,409595,4438221,LOC,364,422,HA,230000226277,pass,32,Handheld,Recapture,adp,0,
