RS_Num,River,RecaptureSite,Date,Time,UTM_X,UTM_Y,Species,Length,Weight,TagType,TagID,QAQC,TagSize,Ant,Event,FinClip,Mortality,Comments
2,Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417231,4438604,LOC,332,382,HA,230000228063,pass,32,Handheld,Recapture,adp,0,
2,Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417231,4438604,RBT,392,528,HA,230000228066,pass,32,Handheld,Recapture,adp,0,
2,Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417231,4438604,LOC,358,416,HA,230000228067,pass,32,Handheld,Recapture,adp,0,
2,Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417231,4438604,LOC,324,338,HA,230000228074,pass,32,Handheld,Recapture,adp,0,
2,Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417231,4438604,RBT,319,335,HA,230000228122,pass,32,Handheld,Recapture,adp,0,
2,Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417231,4438604,LOC,456,953,HA,230000228137,,32,Handheld,Recapture,adp,0,
2,Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417231,4438604,LOC,399,550,HA,230000228141,,32,Handheld,Recapture,adp,0,
2,Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417231,4438604,LOC,467,902,HA,230000228146,,32,Handheld,Recapture,adp,0,
2,Fraser River,Fraser River Ranch,9/1/2021,16:30:00,417231,4438604,LOC,276,218,HA,230000228364,pass,32,Handheld,Recapture,adp,0,
1,Fraser River,Kaibab Park,9/2/2021,12:00:00,420566,4437167,MTS,113,19,HA,226001581526,pass,12,Handheld,Recapture,adp,0,
1,Fraser River,Kaibab Park,9/2/2021,12:00:00,420566,4437167,MTS,100,14,HA,226001581532,pass,12,Handheld,Recapture,adp,0,
1,Fraser River,Kaibab Park,9/2/2021,12:00:00,420566,4437167,MTS,107,14,HA,226001581555,,12,Handheld,Recapture,adp,0,
1,Fraser River,Kaibab Park,9/2/2021,12:00:00,420566,4437167,MTS,97,14,HA,226001581568,pass,12,Handheld,Recapture,adp,0,
1,Fraser River,Kaibab Park,9/2/2021,12:00:00,420566,4437167,MTS,101,15,HA,226001581581,pass,12,Handheld,Recapture,adp,0,
1,Fraser River,Kaibab Park,9/2/2021,12:00:00,420566,4437167,MTS,116,20,HA,226001581702,,12,Handheld,Recapture,adp,0,
1,Fraser River,Kaibab Park,9/2/2021,12:00:00,420566,4437167,LOC,328,318,HA,230000228101,pass,32,Handheld,Recapture,adp,0,
1,Fraser River,Kaibab Park,9/2/2021,12:00:00,420566,4437167,LOC,227,110,HA,230000228108,pass,32,Handheld,Recapture,adp,0,
1,Fraser River,Kaibab Park,9/2/2021,12:00:00,420566,4437167,LOC,221,106,HA,230000228153,pass,32,Handheld,Recapture,adp,0,
1,Fraser River,Kaibab Park,9/2/2021,12:00:00,420566,4437167,LOC,300,239,HA,230000228155,pass,32,Handheld,Recapture,adp,0,
1,Fraser River,Kaibab Park,9/2/2021,12:00:00,420566,4437167,LOC,217,106,HA,230000228156,,32,Handheld,Recapture,adp,0,confirmed TagID
1,Fraser River,Kaibab Park,9/2/2021,12:00:00,420566,4437167,LOC,256,164,HA,230000228161,pass,32,Handheld,Recapture,adp,0,
1,Fraser River,Kaibab Park,9/2/2021,12:00:00,420566,4437167,LOC,365,456,HA,230000228168,,32,Handheld,Recapture,adp,0,
1,Fraser River,Kaibab Park,9/2/2021,12:00:00,420566,4437167,LOC,307,296,HA,230000228177,pass,32,Handheld,Recapture,adp,0,
1,Fraser River,Kaibab Park,9/2/2021,12:00:00,420566,4437167,LOC,267,180,HA,230000228178,pass,32,Handheld,Recapture,adp,0,
1,Fraser River,Kaibab Park,9/2/2021,12:00:00,420566,4437167,LOC,236,128,HA,230000228183,pass,32,Handheld,Recapture,adp,0,
1,Fraser River,Kaibab Park,9/2/2021,12:00:00,420566,4437167,LOC,329,310,HA,230000228187,pass,32,Handheld,Recapture,adp,0,
1,Fraser River,Kaibab Park,9/2/2021,12:00:00,420566,4437167,LOC,394,624,HA,230000228193,pass,32,Handheld,Recapture,adp,0,
1,Fraser River,Kaibab Park,9/2/2021,12:00:00,420566,4437167,LOC,298,260,HA,230000228217,,32,Handheld,Recapture,adp,0,
1,Fraser River,Kaibab Park,9/2/2021,12:00:00,420566,4437167,LOC,280,256,HA,230000228221,pass,32,Handheld,Recapture,adp,0,
1,Fraser River,Kaibab Park,9/2/2021,12:00:00,420566,4437167,LOC,205,86,HA,230000228236,pass,32,Handheld,Recapture,adp,0,
1,Fraser River,Kaibab Park,9/2/2021,12:00:00,420566,4437167,LOC,296,224,HA,230000228255,pass,32,Handheld,Recapture,adp,0,
1,Fraser River,Kaibab Park,9/2/2021,12:00:00,420566,4437167,LOC,226,112,HA,230000228271,pass,32,Handheld,Recapture,adp,0,
1,Fraser River,Kaibab Park,9/2/2021,12:00:00,420566,4437167,LOC,239,140,HA,230000228274,,32,Handheld,Recapture,adp,0,
1,Fraser River,Kaibab Park,9/2/2021,12:00:00,420566,4437167,LOC,256,154,HA,230000228279,,32,Handheld,Recapture,adp,0,
1,Fraser River,Kaibab Park,9/2/2021,12:00:00,420566,4437167,LOC,231,122,HA,230000228281,pass,32,Handheld,Recapture,adp,0,
1,Fraser River,Kaibab Park,9/2/2021,12:00:00,420566,4437167,LOC,218,97,HA,230000228287,,32,Handheld,Recapture,adp,0,
1,Fraser River,Kaibab Park,9/2/2021,12:00:00,420566,4437167,LOC,241,138,HA,230000228292,,32,Handheld,Recapture,adp,0,
1,Fraser River,Kaibab Park,9/2/2021,12:00:00,420566,4437167,LOC,236,130,HA,230000228294,,32,Handheld,Recapture,adp,0,
1,Fraser River,Kaibab Park,9/2/2021,12:00:00,420566,4437167,LOC,219,90,HA,230000228297,pass,32,Handheld,Recapture,adp,0,
1,Fraser River,Kaibab Park,9/2/2021,12:00:00,420566,4437167,LOC,196,82,HA,230000228305,pass,32,Handheld,Recapture,adp,0,
1,Fraser River,Kaibab Park,9/2/2021,12:00:00,420566,4437167,LOC,214,100,HA,230000228322,,32,Handheld,Recapture,adp,0,
3,Colorado River,Upper River Run,10/5/2021,15:00:00,418835,4439975,MTS,123,25,HA,226001581485,pass,12,Handheld,Recapture,right pelvic,0,
